Filename,Mode,Original_Score,Best_Score,Improvement_Abs,Best_Iter,Stop_Reason
NORM-TCGA-MPRIWFHW.tif,minimize,0.395641,0.004326,0.391316,1,Target_Reached
NORM-TCGA-VIMSRICC.tif,minimize,0.255134,0.001928,0.253207,2,Target_Reached
NORM-TCGA-QKILACLK.tif,minimize,0.107927,0.005126,0.102800,1,Target_Reached
NORM-TCGA-SCVLDTNQ.tif,minimize,0.517697,0.003409,0.514288,2,Target_Reached
NORM-TCGA-IYSCFPME.tif,minimize,0.309501,0.004799,0.304702,1,Target_Reached
NORM-TCGA-LMQLLCSS.tif,maximize,0.362120,0.571189,0.209069,1,Degradation
NORM-TCGA-IWPSTADH.tif,minimize,0.706119,0.003197,0.702922,1,Target_Reached
NORM-TCGA-PWMRRAET.tif,minimize,0.109877,0.003884,0.105993,1,Target_Reached
NORM-TCGA-HIPMNSVM.tif,minimize,0.016789,0.001574,0.015215,1,Target_Reached
NORM-TCGA-TGFWPIAE.tif,minimize,0.129754,0.004338,0.125416,1,Target_Reached
NORM-TCGA-LYLVTRWG.tif,minimize,0.708361,0.002992,0.705369,2,Target_Reached
NORM-TCGA-CNVMYICA.tif,minimize,0.171567,0.001843,0.169724,1,Target_Reached
NORM-TCGA-DKMRMGKW.tif,minimize,0.424669,0.107192,0.317476,1,Degradation
NORM-TCGA-SRGRCPWF.tif,minimize,0.328693,0.002682,0.326011,1,Target_Reached
NORM-TCGA-NKNNGQYA.tif,minimize,0.158648,0.004360,0.154288,1,Target_Reached
NORM-TCGA-EKFRCYKW.tif,minimize,0.229122,0.004887,0.224234,1,Target_Reached
NORM-TCGA-GLEQTCST.tif,minimize,0.602526,0.005157,0.597369,2,Target_Reached
NORM-TCGA-ETEYNTQS.tif,minimize,0.679773,0.008176,0.671597,1,Target_Reached
NORM-TCGA-CHFPMHQQ.tif,minimize,0.503394,0.004413,0.498981,1,Target_Reached
NORM-TCGA-EDRWFEWS.tif,minimize,0.506334,0.393348,0.112986,1,Degradation
NORM-TCGA-WSASYGGH.tif,minimize,0.573551,0.005676,0.567875,1,Target_Reached
NORM-TCGA-TYQIKAKQ.tif,minimize,0.337676,0.002342,0.335335,1,Target_Reached
NORM-TCGA-VTKGTYID.tif,minimize,0.742198,0.009016,0.733182,2,Target_Reached
NORM-TCGA-QRQPRRAH.tif,minimize,0.373526,0.004417,0.369109,1,Target_Reached
NORM-TCGA-GWYVAFYG.tif,minimize,0.106594,0.002397,0.104197,1,Target_Reached
NORM-TCGA-AASSYQPA.tif,minimize,0.230060,0.003854,0.226206,1,Target_Reached
NORM-TCGA-QKQWTTPR.tif,minimize,0.034505,0.002823,0.031683,1,Target_Reached
NORM-TCGA-RPHRFHEH.tif,minimize,0.651564,0.009429,0.642135,1,Target_Reached
NORM-TCGA-VEEKGLEI.tif,minimize,0.125045,0.001435,0.123611,1,Target_Reached
NORM-TCGA-WVCARIHQ.tif,maximize,0.728509,0.977781,0.249272,4,Batch_Converged
NORM-TCGA-FTFRCGYY.tif,minimize,0.524951,0.120312,0.404639,1,Degradation
NORM-TCGA-GPVGPADA.tif,minimize,0.449391,0.004792,0.444600,1,Target_Reached
NORM-TCGA-WAVGTPAP.tif,minimize,0.420512,0.008644,0.411868,1,Target_Reached
NORM-TCGA-LRKAPTKE.tif,minimize,0.498834,0.003687,0.495147,2,Target_Reached
NORM-TCGA-DGKGSLRY.tif,minimize,0.068449,0.002562,0.065887,1,Target_Reached
NORM-TCGA-YMTDCKGP.tif,minimize,0.758373,0.002032,0.756340,2,Target_Reached
NORM-TCGA-WGPSMFGQ.tif,minimize,0.639048,0.006127,0.632921,1,Target_Reached
NORM-TCGA-GAAQHCKD.tif,minimize,0.473107,0.007250,0.465856,1,Target_Reached
NORM-TCGA-HMIHKLAY.tif,minimize,0.450120,0.004246,0.445873,1,Target_Reached
NORM-TCGA-KEGTALKI.tif,minimize,0.042387,0.006667,0.035720,1,Target_Reached
NORM-TCGA-FDQHWLQV.tif,minimize,0.704124,0.016481,0.687643,3,Target_Reached
NORM-TCGA-EQHLRWPK.tif,minimize,0.283357,0.001119,0.282239,1,Target_Reached
NORM-TCGA-YWEAKVKI.tif,minimize,0.059946,0.003672,0.056273,1,Target_Reached
NORM-TCGA-PPCGNHII.tif,minimize,0.135030,0.005430,0.129600,1,Target_Reached
NORM-TCGA-YATKGPAL.tif,minimize,0.539227,0.002447,0.536780,1,Target_Reached
NORM-TCGA-MWFNNHII.tif,minimize,0.224296,0.001464,0.222832,1,Target_Reached
NORM-TCGA-ALLNPHNM.tif,minimize,0.195336,0.002751,0.192585,1,Target_Reached
NORM-TCGA-HCLLEINQ.tif,minimize,0.594415,0.004986,0.589430,1,Target_Reached
NORM-TCGA-HDRYRGVA.tif,minimize,0.541806,0.002820,0.538986,1,Target_Reached
NORM-TCGA-RIPLAVMG.tif,minimize,0.739070,0.005901,0.733169,3,Target_Reached
NORM-TCGA-EDGIMLPM.tif,minimize,0.565953,0.002007,0.563946,1,Target_Reached
NORM-TCGA-VFGWIDYM.tif,minimize,0.344812,0.011120,0.333692,1,Target_Reached
NORM-TCGA-LLNLINFT.tif,minimize,0.187215,0.006336,0.180879,1,Target_Reached
NORM-TCGA-GHINQVKE.tif,minimize,0.591516,0.003103,0.588413,2,Target_Reached
NORM-TCGA-ANSRKEYR.tif,minimize,0.608295,0.007698,0.600598,1,Target_Reached
NORM-TCGA-WNDWNLQV.tif,minimize,0.280004,0.004415,0.275589,1,Target_Reached
NORM-TCGA-SHISFFVM.tif,minimize,0.490003,0.004383,0.485620,1,Target_Reached
NORM-TCGA-CCYKHHSQ.tif,minimize,0.543497,0.004872,0.538625,1,Target_Reached
NORM-TCGA-MNFADFQT.tif,minimize,0.630355,0.006719,0.623636,1,Target_Reached
NORM-TCGA-YYHMRFVN.tif,minimize,0.365678,0.005448,0.360230,1,Target_Reached
NORM-TCGA-WEWIRLMV.tif,minimize,0.462491,0.009090,0.453400,1,Target_Reached
NORM-TCGA-QWNVWAYM.tif,minimize,0.483105,0.003616,0.479489,1,Target_Reached
NORM-TCGA-DWDENCGH.tif,minimize,0.146855,0.002364,0.144490,1,Target_Reached
NORM-TCGA-ASQTCANQ.tif,minimize,0.285417,0.002266,0.283152,1,Target_Reached
NORM-TCGA-QDQGCRPQ.tif,minimize,0.501002,0.010007,0.490995,1,Target_Reached
NORM-TCGA-RHLVCVMG.tif,minimize,0.378332,0.003136,0.375196,1,Target_Reached
NORM-TCGA-YGSYFASI.tif,minimize,0.496375,0.004027,0.492348,1,Target_Reached
NORM-TCGA-WCWVPANK.tif,minimize,0.246215,0.002508,0.243707,1,Target_Reached
NORM-TCGA-EENIDHKE.tif,minimize,0.410396,0.003534,0.406863,1,Target_Reached
NORM-TCGA-MDVPKCWG.tif,minimize,0.264855,0.006731,0.258124,1,Target_Reached
NORM-TCGA-VAVDPICP.tif,minimize,0.359895,0.006019,0.353876,1,Target_Reached
NORM-TCGA-QNEMWYIN.tif,minimize,0.112329,0.002175,0.110155,1,Target_Reached
NORM-TCGA-IPDPGIQA.tif,minimize,0.238000,0.002868,0.235132,1,Target_Reached
NORM-TCGA-FFRLKCKP.tif,minimize,0.693949,0.017354,0.676595,1,Target_Reached
NORM-TCGA-CSFLWTEQ.tif,minimize,0.325498,0.012544,0.312954,1,Target_Reached
NORM-TCGA-IFDYCVAH.tif,minimize,0.596774,0.008583,0.588192,1,Target_Reached
NORM-TCGA-KTYGHNDW.tif,minimize,0.350100,0.004717,0.345384,1,Target_Reached
NORM-TCGA-LVYAGGTD.tif,minimize,0.240224,0.003361,0.236863,1,Target_Reached
NORM-TCGA-DNHVKQQF.tif,minimize,0.185762,0.007888,0.177874,1,Target_Reached
NORM-TCGA-MSCAVFHE.tif,minimize,0.028889,0.000865,0.028024,1,Target_Reached
NORM-TCGA-IVWHIEPL.tif,minimize,0.149403,0.002148,0.147254,1,Target_Reached
NORM-TCGA-GVCSNSFE.tif,minimize,0.355624,0.002170,0.353454,1,Target_Reached
NORM-TCGA-IIYRPMIV.tif,minimize,0.161191,0.004914,0.156277,1,Target_Reached
NORM-TCGA-QPINKWLI.tif,minimize,0.425772,0.003890,0.421882,1,Target_Reached
NORM-TCGA-MAELVYHY.tif,minimize,0.494339,0.002190,0.492149,1,Target_Reached
NORM-TCGA-HAPMKDFT.tif,minimize,0.539139,0.003071,0.536069,1,Target_Reached
NORM-TCGA-GAIFAPAD.tif,minimize,0.342966,0.006684,0.336281,1,Target_Reached
NORM-TCGA-NDNEDFFL.tif,minimize,0.032257,0.004818,0.027439,1,Target_Reached
NORM-TCGA-QHRTACLT.tif,minimize,0.332189,0.004775,0.327413,1,Target_Reached
NORM-TCGA-HDNQGWLP.tif,minimize,0.271498,0.002638,0.268860,1,Target_Reached
NORM-TCGA-EWRNTYSP.tif,minimize,0.177302,0.004646,0.172656,1,Target_Reached
NORM-TCGA-HDEIFWVV.tif,minimize,0.107428,0.004158,0.103270,1,Target_Reached
NORM-TCGA-NKVHDQPQ.tif,minimize,0.125143,0.003640,0.121503,1,Target_Reached
NORM-TCGA-MRVSGLGG.tif,minimize,0.102569,0.002877,0.099692,1,Target_Reached
NORM-TCGA-NKIEKSIP.tif,minimize,0.416747,0.003244,0.413503,1,Target_Reached
NORM-TCGA-TDIPTRFQ.tif,minimize,0.651710,0.011170,0.640540,2,Target_Reached
NORM-TCGA-LYKKKCES.tif,minimize,0.262186,0.003748,0.258437,1,Target_Reached
NORM-TCGA-ISPLFPPA.tif,minimize,0.339589,0.003469,0.336120,1,Target_Reached
NORM-TCGA-FTYNNTNL.tif,minimize,0.547955,0.000601,0.547354,1,Target_Reached
NORM-TCGA-KPSRFDKT.tif,minimize,0.009050,0.002477,0.006573,1,Target_Reached
NORM-TCGA-HEEMGFNV.tif,minimize,0.482895,0.002300,0.480595,1,Target_Reached
NORM-TCGA-MMLMWYKF.tif,minimize,0.285047,0.003126,0.281920,1,Target_Reached
NORM-TCGA-NYKAYDCG.tif,minimize,0.621458,0.002487,0.618971,2,Target_Reached
NORM-TCGA-FMCYHDIQ.tif,minimize,0.430527,0.004961,0.425565,1,Target_Reached
NORM-TCGA-AERRFAKV.tif,minimize,0.440133,0.003236,0.436897,1,Target_Reached
NORM-TCGA-QMFEPQWQ.tif,minimize,0.260933,0.008450,0.252484,1,Target_Reached
NORM-TCGA-REICISDL.tif,minimize,0.598544,0.003539,0.595005,1,Target_Reached
NORM-TCGA-IETVHKWL.tif,maximize,0.533486,0.978063,0.444576,5,Batch_Converged
NORM-TCGA-LVKAWEET.tif,minimize,0.001567,0.000221,0.001346,1,Target_Reached
NORM-TCGA-CQERASCP.tif,minimize,0.551975,0.004998,0.546976,1,Target_Reached
NORM-TCGA-IHGWPVSG.tif,minimize,0.707730,0.035383,0.672347,2,Degradation
NORM-TCGA-NAQKKAIM.tif,minimize,0.461956,0.002879,0.459077,1,Target_Reached
NORM-TCGA-TAKRAIMC.tif,minimize,0.464771,0.002053,0.462718,2,Target_Reached
NORM-TCGA-CWWIITVS.tif,minimize,0.333578,0.004883,0.328696,1,Target_Reached
NORM-TCGA-STCVVQNL.tif,minimize,0.635258,0.004636,0.630622,1,Target_Reached
NORM-TCGA-DLMTDMRN.tif,minimize,0.662782,0.002487,0.660295,1,Target_Reached
NORM-TCGA-DSFGMFFQ.tif,minimize,0.033456,0.001826,0.031630,1,Target_Reached
NORM-TCGA-PQVDGLNE.tif,minimize,0.309110,0.003072,0.306038,1,Target_Reached
NORM-TCGA-WNPANNWP.tif,minimize,0.412999,0.001520,0.411479,1,Target_Reached
NORM-TCGA-TKDMRSRF.tif,minimize,0.302846,0.004602,0.298244,1,Target_Reached
NORM-TCGA-RATFVQWE.tif,minimize,0.596077,0.003427,0.592650,1,Target_Reached
NORM-TCGA-QHDLKGIG.tif,minimize,0.097358,0.001578,0.095779,1,Target_Reached
NORM-TCGA-DSWCSYLK.tif,minimize,0.270357,0.002428,0.267929,1,Target_Reached
NORM-TCGA-VLQHLCSV.tif,minimize,0.800684,0.003243,0.797442,1,Target_Reached
NORM-TCGA-RPEDNSFY.tif,minimize,0.382526,0.002744,0.379782,1,Target_Reached
NORM-TCGA-NRMFTMDN.tif,minimize,0.154240,0.002939,0.151301,1,Target_Reached
NORM-TCGA-WAADWWRQ.tif,minimize,0.223260,0.002408,0.220852,1,Target_Reached
NORM-TCGA-YLFIGVYE.tif,minimize,0.695295,0.002139,0.693156,2,Target_Reached
NORM-TCGA-RCASQRCT.tif,minimize,0.216430,0.004436,0.211994,1,Target_Reached
NORM-TCGA-YPKCLRRW.tif,minimize,0.626079,0.003648,0.622431,1,Target_Reached
NORM-TCGA-MEKRRLFC.tif,minimize,0.373741,0.001252,0.372489,1,Target_Reached
NORM-TCGA-AIMANAKC.tif,minimize,0.394846,0.002825,0.392021,1,Target_Reached
NORM-TCGA-HKFCCGQR.tif,minimize,0.650559,0.004875,0.645684,1,Target_Reached
NORM-TCGA-ATWIYYHS.tif,minimize,0.025003,0.001436,0.023567,1,Target_Reached
NORM-TCGA-VSWCGCYG.tif,minimize,0.321152,0.004845,0.316307,1,Target_Reached
NORM-TCGA-FFMPKGQF.tif,minimize,0.643256,0.012248,0.631008,1,Target_Reached
NORM-TCGA-GGIDCVNR.tif,minimize,0.344749,0.003020,0.341730,1,Target_Reached
NORM-TCGA-PFPGVLEV.tif,minimize,0.157453,0.002377,0.155076,1,Target_Reached
NORM-TCGA-DFKFTWQL.tif,minimize,0.546328,0.001925,0.544403,1,Target_Reached
NORM-TCGA-PKFPHCWI.tif,minimize,0.149295,0.001569,0.147727,1,Target_Reached
NORM-TCGA-RMNQIFPQ.tif,minimize,0.430251,0.001254,0.428998,1,Target_Reached
NORM-TCGA-ANIPDWQD.tif,minimize,0.730568,0.017303,0.713265,2,Target_Reached
NORM-TCGA-APWMYEPT.tif,minimize,0.169721,0.001204,0.168517,1,Target_Reached
NORM-TCGA-HELECIAL.tif,minimize,0.555872,0.010928,0.544943,1,Target_Reached
NORM-TCGA-DKQMAHLC.tif,minimize,0.425056,0.005313,0.419743,1,Target_Reached
NORM-TCGA-SGVRLLCL.tif,minimize,0.190072,0.003020,0.187052,1,Target_Reached
NORM-TCGA-QQKVFPNG.tif,minimize,0.372062,0.002832,0.369229,1,Target_Reached
NORM-TCGA-YAWFPKSN.tif,minimize,0.150289,0.005459,0.144830,1,Target_Reached
NORM-TCGA-HRQPLQSN.tif,minimize,0.138005,0.003218,0.134788,1,Target_Reached
NORM-TCGA-YFNYNPFK.tif,minimize,0.226370,0.002803,0.223566,1,Target_Reached
NORM-TCGA-CKFPHLVW.tif,minimize,0.605427,0.004847,0.600580,1,Target_Reached
NORM-TCGA-MITVIEHP.tif,minimize,0.371456,0.013692,0.357764,1,Target_Reached
NORM-TCGA-NIQWQGNM.tif,minimize,0.050892,0.003941,0.046952,1,Target_Reached
NORM-TCGA-LMHVMLAP.tif,minimize,0.686277,0.010159,0.676118,1,Target_Reached
NORM-TCGA-FEVGINML.tif,minimize,0.128593,0.000147,0.128446,1,Target_Reached
NORM-TCGA-VPWPMKKN.tif,minimize,0.601810,0.003811,0.597998,1,Target_Reached
NORM-TCGA-VSVSQQRD.tif,minimize,0.298014,0.015017,0.282997,1,Target_Reached
NORM-TCGA-NMCAAHFE.tif,minimize,0.445005,0.004361,0.440645,1,Target_Reached
NORM-TCGA-HVKSVPLI.tif,minimize,0.245742,0.002034,0.243709,1,Target_Reached
NORM-TCGA-ECELPVDY.tif,minimize,0.122246,0.003188,0.119058,1,Target_Reached
NORM-TCGA-ADVTWHRS.tif,minimize,0.635573,0.011317,0.624256,2,Target_Reached
NORM-TCGA-AKRKNWMN.tif,minimize,0.511503,0.009238,0.502265,1,Target_Reached
NORM-TCGA-EHQDWERI.tif,minimize,0.238244,0.001933,0.236311,1,Target_Reached
NORM-TCGA-SQQVLNHH.tif,minimize,0.201109,0.004122,0.196987,1,Target_Reached
NORM-TCGA-WNGKRAQE.tif,minimize,0.245800,0.002444,0.243356,1,Target_Reached
NORM-TCGA-EKWHMFAV.tif,minimize,0.482406,0.139442,0.342964,1,Degradation
NORM-TCGA-KEFYGCTC.tif,minimize,0.591443,0.006135,0.585308,2,Target_Reached
NORM-TCGA-VFHITAWI.tif,minimize,0.468759,0.003179,0.465580,1,Target_Reached
NORM-TCGA-VHSSPLGC.tif,minimize,0.194747,0.004439,0.190308,2,Target_Reached
NORM-TCGA-INQPMFCG.tif,minimize,0.691602,0.003049,0.688553,1,Target_Reached
NORM-TCGA-VAIASFIF.tif,minimize,0.240298,0.005617,0.234681,2,Target_Reached
NORM-TCGA-IPIQGIMC.tif,minimize,0.459521,0.003067,0.456455,1,Target_Reached
NORM-TCGA-FVIWEFEV.tif,minimize,0.359897,0.003815,0.356081,1,Target_Reached
NORM-TCGA-QCDPYYSE.tif,minimize,0.697348,0.005534,0.691814,1,Target_Reached
NORM-TCGA-QTHYDSKI.tif,minimize,0.714339,0.010850,0.703489,1,Target_Reached
NORM-TCGA-EVPNYAAE.tif,minimize,0.087603,0.003060,0.084543,1,Target_Reached
NORM-TCGA-SSALHCKG.tif,minimize,0.189447,0.005261,0.184185,1,Target_Reached
NORM-TCGA-EMRGPKWW.tif,minimize,0.509854,0.006049,0.503804,1,Target_Reached
NORM-TCGA-QFDNIQME.tif,minimize,0.650100,0.007924,0.642176,1,Target_Reached
NORM-TCGA-KVRWCWFV.tif,minimize,0.072438,0.001890,0.070548,1,Target_Reached
NORM-TCGA-LQIRYNIC.tif,minimize,0.368787,0.003970,0.364818,1,Target_Reached
NORM-TCGA-DEIVTDDR.tif,minimize,0.419627,0.003697,0.415929,1,Target_Reached
NORM-TCGA-CCMHTDYY.tif,minimize,0.162169,0.002109,0.160060,1,Target_Reached
NORM-TCGA-EQTDFKTE.tif,minimize,0.378210,0.003938,0.374273,1,Target_Reached
NORM-TCGA-NFTAWLVR.tif,minimize,0.526098,0.007298,0.518801,1,Target_Reached
NORM-TCGA-WIGKCCNQ.tif,minimize,0.631478,0.017529,0.613949,1,Target_Reached
NORM-TCGA-ARLPKFSA.tif,minimize,0.033715,0.005780,0.027934,1,Target_Reached
NORM-TCGA-SWPMMQDT.tif,minimize,0.253352,0.002689,0.250663,1,Target_Reached
NORM-TCGA-QWLKKAVA.tif,minimize,0.468943,0.003593,0.465350,1,Target_Reached
NORM-TCGA-MTQIDFEY.tif,minimize,0.389029,0.001755,0.387274,1,Target_Reached
NORM-TCGA-RYEPCNSP.tif,minimize,0.156167,0.018286,0.137881,2,Target_Reached
NORM-TCGA-RDGFAFQM.tif,minimize,0.448019,0.373989,0.074029,1,Degradation
NORM-TCGA-CTMKPGRH.tif,minimize,0.506333,0.004126,0.502207,1,Target_Reached
NORM-TCGA-GRNTRQWQ.tif,minimize,0.470224,0.005456,0.464768,1,Target_Reached
NORM-TCGA-FANVQVGE.tif,minimize,0.325000,0.003619,0.321381,1,Target_Reached
NORM-TCGA-NSHCRSCA.tif,minimize,0.476798,0.003874,0.472924,1,Target_Reached
NORM-TCGA-PMFGITRD.tif,minimize,0.468061,0.010737,0.457324,1,Target_Reached
NORM-TCGA-RIFLGMTH.tif,minimize,0.037621,0.003427,0.034195,1,Target_Reached
NORM-TCGA-MYLKRSTW.tif,minimize,0.652010,0.003907,0.648103,1,Target_Reached
NORM-TCGA-FSFANNYT.tif,minimize,0.495457,0.002789,0.492668,1,Target_Reached
NORM-TCGA-SFLVRQFQ.tif,minimize,0.676224,0.097699,0.578525,1,Degradation
NORM-TCGA-YAKLNQTA.tif,maximize,0.002591,0.033702,0.031111,5,Batch_Converged
NORM-TCGA-RLARCRHC.tif,minimize,0.554363,0.003270,0.551093,2,Target_Reached
NORM-TCGA-LTYTTMYY.tif,minimize,0.027531,0.001714,0.025817,1,Target_Reached
NORM-TCGA-YASHMIVQ.tif,minimize,0.644396,0.005176,0.639220,1,Target_Reached
NORM-TCGA-PSKVSMKD.tif,minimize,0.496617,0.001311,0.495306,1,Target_Reached
NORM-TCGA-NNVLTLCL.tif,minimize,0.581224,0.006077,0.575147,1,Target_Reached
NORM-TCGA-PRHKLSGC.tif,minimize,0.285339,0.078852,0.206487,2,Degradation
NORM-TCGA-CEWVRGEL.tif,minimize,0.298557,0.004312,0.294245,1,Target_Reached
NORM-TCGA-GRNVCVSC.tif,minimize,0.390359,0.004077,0.386282,1,Target_Reached
NORM-TCGA-GEGSDNTM.tif,minimize,0.183877,0.002264,0.181614,1,Target_Reached
NORM-TCGA-LRDWFMDE.tif,minimize,0.084624,0.002590,0.082035,1,Target_Reached
NORM-TCGA-TNFGPEGQ.tif,minimize,0.313765,0.003610,0.310156,1,Target_Reached
NORM-TCGA-CWFDHWAH.tif,minimize,0.037458,0.003418,0.034040,1,Target_Reached
NORM-TCGA-EYDCNWSG.tif,minimize,0.139617,0.005348,0.134270,1,Target_Reached
NORM-TCGA-NMNGYTER.tif,minimize,0.214260,0.001913,0.212347,1,Target_Reached
NORM-TCGA-PCHPQPCC.tif,minimize,0.396124,0.002569,0.393555,1,Target_Reached
NORM-TCGA-AKWQGPSR.tif,minimize,0.619117,0.003356,0.615760,1,Target_Reached
NORM-TCGA-ICPKPDWF.tif,minimize,0.482462,0.002135,0.480327,2,Target_Reached
NORM-TCGA-TGVCTWEQ.tif,minimize,0.332039,0.002901,0.329138,1,Target_Reached
NORM-TCGA-QTLPSEPL.tif,minimize,0.461605,0.007634,0.453971,2,Target_Reached
NORM-TCGA-DYENYMDV.tif,minimize,0.328798,0.009997,0.318802,1,Target_Reached
NORM-TCGA-CKFVFWWS.tif,minimize,0.359435,0.002368,0.357067,1,Target_Reached
NORM-TCGA-VDLHYEKN.tif,minimize,0.118377,0.001479,0.116898,1,Target_Reached
NORM-TCGA-RCCDCMAM.tif,minimize,0.360490,0.001088,0.359402,2,Target_Reached
NORM-TCGA-VVEYYGNC.tif,minimize,0.455086,0.005807,0.449279,1,Target_Reached
NORM-TCGA-QAFQMGNL.tif,minimize,0.554878,0.011137,0.543741,1,Target_Reached
NORM-TCGA-YGADKAKF.tif,minimize,0.427252,0.002280,0.424972,3,Target_Reached
NORM-TCGA-PPNYEQMC.tif,minimize,0.438114,0.003882,0.434233,1,Target_Reached
NORM-TCGA-RWVHTDQH.tif,minimize,0.503850,0.003734,0.500116,1,Target_Reached
NORM-TCGA-LRNYFHHR.tif,minimize,0.062305,0.005870,0.056435,1,Target_Reached
NORM-TCGA-VGYKMQVP.tif,maximize,0.463934,0.953797,0.489862,5,Batch_Converged
NORM-TCGA-WRCWDCKP.tif,minimize,0.500608,0.003352,0.497256,1,Target_Reached
NORM-TCGA-WCTNMQDV.tif,minimize,0.104709,0.004732,0.099977,1,Target_Reached
NORM-TCGA-GDKDFRNT.tif,minimize,0.557157,0.185936,0.371221,1,Degradation
NORM-TCGA-ISTLVFRI.tif,minimize,0.283923,0.005580,0.278342,1,Target_Reached
NORM-TCGA-VMMIVHCP.tif,minimize,0.069819,0.001939,0.067879,1,Target_Reached
NORM-TCGA-ENKGHMPW.tif,minimize,0.521045,0.004484,0.516561,1,Target_Reached
NORM-TCGA-LLDDWFRI.tif,minimize,0.449912,0.004501,0.445411,1,Target_Reached
NORM-TCGA-CGETQNHH.tif,minimize,0.288624,0.004069,0.284555,1,Target_Reached
NORM-TCGA-FCTQRQNH.tif,minimize,0.248575,0.017786,0.230789,1,Target_Reached
NORM-TCGA-MNHSVKIW.tif,minimize,0.746614,0.004139,0.742475,1,Target_Reached
NORM-TCGA-PTGEPNSQ.tif,minimize,0.441139,0.003310,0.437830,1,Target_Reached
